"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 2.0 TDI 122CV DSG","","Gasóleo","M1","2450","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 1.0 TSI 102CV","","Gasolina","M1","2160","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 1.4 TSI 130CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 102CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 102CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 150CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 150CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Comfortline 1.4 TSI 130CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Comfortline 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV DSG 4M","","Gasóleo","M1","2290","","","",""
"Volkswagen Vehículos Comerciales Caddy Edition 1.0 TSI 102CV","","Gasolina","M1","2160","","","",""
"Volkswagen Vehículos Comerciales Caddy Edition 1.4 TGI 110CV","","Gas natural","M1","2175","","","",""
"Volkswagen Vehículos Comerciales Caddy Edition 2.0 TDI 102CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Furgón Corto 1.4 TGI 110CV GNC","","Gas natural","N1","2225","","","",""
"Volkswagen Vehículos Comerciales Caddy Furgón Corto 1.4 TGI 110CV GNC DSG","","Gas natural","N1","2264","","","",""
"Volkswagen Vehículos Comerciales Caddy Furgón Largo 1.4 TGI 110CV DSG GNC","","Gas natural","N1","2264","","","",""
"Volkswagen Vehículos Comerciales Caddy Furgón Largo 1.4 TGI 110CV GNC","","Gas natural","N1","2225","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 1.0 TSI 102CV","","Gasolina","M1","2160","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TGI 110CV DSG GNC","","Gas natural","M1","2180","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TGI 110CV GNC","","Gas natural","M1","2175","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TSI 130 CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 102CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 102CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 122CV 4M","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 75CV","","Gasóleo","M1","2265","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.0 TSI 102CV","","Gasolina","M1","2235","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.4 TSI 130CV","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.4 TSI 130CV DSG","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 102CV","","Gasóleo","M1","2350","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 102CV DSG","","Gasóleo","M1","2380","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 150CV","","Gasóleo","M1","2365","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 150CV DSG","","Gasóleo","M1","2385","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 1.4 TSI 130CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV","","Gasóleo","M1","2365","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV DSG","","Gasóleo","M1","2385","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV DSG 4M","","Gasóleo","M1","2415","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.0 TSI 102CV","","Gasolina","M1","2235","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TGI 110CV DSG GNC","","Gas natural","M1","2180","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TGI 110CV GNC","","Gas natural","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TSI 130 CV","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TSI 130CV DSG","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 102CV","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 102CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 122CV 4M","","Gasóleo","M1","2415","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.0 TSI 102CV","","Gasolina","M1","2235","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.4 TSI 130CV","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.4 TSI 130CV DSG","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 102CV","","Gasóleo","M1","2350","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 102CV DSG","","Gasóleo","M1","2380","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 122CV 4M","","Gasóleo","M1","2415","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 150CV","","Gasóleo","M1","2365","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 150CV DSG","","Gasóleo","M1","2385","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.0 TSI 102CV","","Gasolina","M1","2235","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TGI 110CV DSG GNC","","Gas natural","M1","2180","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TGI 110CV GNC","","Gas natural","M1","2415","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TSI 130CV","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TSI 130CV DSG","","Gasolina","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 2.0 TDI 102CV","","Gasóleo","M1","2350","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 2.0 TDI 102CV DSG","","Gasóleo","M1","2380","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 2.0 TDI 122CV 4M","","Gasóleo","M1","2415","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 2.0 TDI 150CV","","Gasóleo","M1","2365","","","",""
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 2.0 TDI 150CV DSG","","Gasóleo","M1","2385","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 1.0 TSI 102CV","","Gasolina","M1","2160","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 1.4 TSI 130CV","","Gasolina","M1","2200","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 1.4 TSI 130CV DSG","","Gasolina","M1","2220","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 2.0 TDI 102CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 2.0 TDI 102CV DSG","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 2.0 TDI 122CV 4M","","Gasóleo","M1","2280","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 2.0 TDI 150CV","","Gasóleo","M1","2275","","","",""
"Volkswagen Vehículos Comerciales Caddy Outdoor 2.0 TDI 150CV DSG","","Gasóleo","M1","2280","","","",""
